Freq;Ampl;Phase;Cohe;Imag;Real
53.22265625;2.597612858;-2.999723434;0.99612534;-0.367286682;-2.571515799
53.46679688;2.589892149;-3.000455618;0.99602437;-0.364317447;-2.564140081
53.7109375;2.582356215;-3.000902891;0.996000767;-0.362113774;-2.556841373
53.95507813;2.574494839;-3.001223564;0.995924294;-0.360194296;-2.549173117
54.19921875;2.567164421;-3.002476931;0.995803177;-0.355982333;-2.542362928
54.44335938;2.560598373;-3.003375292;0.995718479;-0.352793306;-2.53617835
54.6875;2.552895784;-3.004252911;0.995610476;-0.349512845;-2.528856993
54.93164063;2.547011137;-3.005198479;0.995586812;-0.346321523;-2.523356438
55.17578125;2.539609671;-3.006186008;0.995548129;-0.342830479;-2.516363382
55.41992188;2.532725334;-3.006737709;0.99556762;-0.340516478;-2.509730339
55.6640625;2.526298523;-3.007615328;0.995642304;-0.337455571;-2.50365901
55.90820313;2.519137859;-3.008244038;0.995755553;-0.33492893;-2.496773481
56.15234375;2.51392293;-3.008918524;0.995819628;-0.332554877;-2.491829872
56.39648438;2.507670164;-3.009582043;0.99588871;-0.330078393;-2.485851526
56.640625;2.50105238;-3.010664463;0.995891035;-0.326523691;-2.479646206
56.88476563;2.499392986;-3.010828972;0.995889008;-0.325899452;-2.478054762
57.12890625;2.493146658;-3.012036085;0.995820642;-0.322100848;-2.472252369
57.37304688;2.486530304;-3.012845278;0.995724857;-0.319250911;-2.465950489
57.6171875;2.479710817;-3.013754368;0.995577514;-0.316139698;-2.459475756
57.86132813;2.473915339;-3.015087128;0.995521426;-0.312129915;-2.454145908
58.10546875;2.46723938;-3.015600681;0.995428979;-0.310030848;-2.447682858
58.34960938;2.461819649;-3.016288996;0.995402396;-0.307668716;-2.442518473
58.59375;2.454806089;-3.016701221;0.995433033;-0.30578804;-2.435686111
58.83789063;2.449353218;-3.017328262;0.995424032;-0.303584784;-2.430466413
59.08203125;2.445823669;-3.017162085;0.995491743;-0.303550571;-2.426913738
59.32617188;2.441524267;-3.016893387;0.995514512;-0.303667903;-2.422566175
59.5703125;2.439498901;-3.016558409;0.995571792;-0.304226816;-2.420454741
59.81445313;2.442969322;-3.015059948;0.995401382;-0.308291793;-2.423438787
60.05859375;2.371992826;-3.035100222;0.994438946;-0.252122194;-2.358555555
60.30273438;2.414416075;-3.022143364;0.995567441;-0.287715316;-2.39721179
60.546875;2.412641764;-3.021213293;0.99540627;-0.289731741;-2.395181894
60.79101563;2.410084248;-3.021179199;0.995407522;-0.28950569;-2.392632961
61.03515625;2.407850981;-3.021995306;0.99534446;-0.287286937;-2.390650988
61.27929688;2.404818773;-3.022058487;0.995240986;-0.286774009;-2.387658596
61.5234375;2.400913239;-3.022863626;0.995105147;-0.284388781;-2.384010792
61.76757813;2.397598267;-3.023743391;0.995012641;-0.281901717;-2.380968094
62.01171875;2.394577026;-3.024548054;0.994812429;-0.279633164;-2.378193617
62.25585938;2.389856815;-3.025416851;0.994656503;-0.277019382;-2.37374711
62.5;2.38675046;-3.027085066;0.994572461;-0.272704512;-2.371119976
62.74414063;2.38252306;-3.028065205;0.994347453;-0.269901544;-2.367185831
62.98828125;2.377806425;-3.029510498;0.994253039;-0.265952408;-2.362886429
63.23242188;2.372918844;-3.030722141;0.994194567;-0.262548298;-2.358349562
63.4765625;2.367613554;-3.031911612;0.994206369;-0.259162009;-2.353386641
63.72070313;2.362630129;-3.033352613;0.994287848;-0.255232066;-2.34880352
63.96484375;2.356276274;-3.034148455;0.99440062;-0.252681762;-2.34268856
64.20898438;2.351374149;-3.03505373;0.994461;-0.25003919;-2.338042021
64.453125;2.345027685;-3.035450935;0.99449873;-0.248438478;-2.331830502
64.69726563;2.339628458;-3.036426067;0.99448204;-0.245597392;-2.326702118
64.94140625;2.334478617;-3.036670208;0.994340479;-0.244490206;-2.321640491
65.18554688;2.327607632;-3.037222147;0.994148195;-0.242492959;-2.314941645
65.4296875;2.320653677;-3.037106752;0.993881464;-0.242034882;-2.307997465
65.67382813;2.31430316;-3.037290335;0.993602216;-0.240949765;-2.301725864
65.91796875;2.307919979;-3.036837339;0.993369341;-0.241325393;-2.295268297
